ICA,PCA,MAPE,MAE,MSE,R^2
19,13,12.2967429833633,0.376705435613673,0.265599419788969,0.653367668119787
19,14,11.9201331531546,0.361053495222997,0.253389895511517,0.669302250638093
19,15,11.8510957228864,0.353081936705831,0.246689305543635,0.678047153497389
19,16,11.6780688152004,0.352931213977049,0.251788069494316,0.671392784902248
19,17,11.8084942016103,0.349969507918568,0.24879530479906,0.675298625532132
19,18,11.7966680577583,0.348716348901344,0.25646067637947,0.665294591533274
19,19,11.6589437901604,0.34469573469103,0.241962702172483,0.684215817381207
19,20,11.6792916650867,0.347473177789211,0.246566678499007,0.678207193374226
19,21,11.8205186506945,0.349461398736899,0.253186485883925,0.669567719416583
19,22,12.2302381881698,0.362075750254027,0.261721480571928,0.658428745115967
19,23,12.4425806786029,0.36645814290237,0.26411237107776,0.655308407157528
19,24,12.5763094797292,0.370818267590298,0.266083960223254,0.652735297082382
19,25,12.5810381032344,0.373228889729794,0.273204043362642,0.6434429160081
20,10,14.143504807294754,0.4296106538332246,0.3421966117730378,0.5534010970557011
20,11,13.180814656614196,0.40374067104440925,0.310862804743978,0.5942946750830831
20,12,12.604724820546268,0.3918983965888845,0.28872670986954735,0.6231843699142772
20,13,11.983839352272705,0.3660999208730641,0.2591277272570386,0.661813838203055
20,14,11.73597865390199,0.35704109874345563,0.249236893601684,0.6747223104313411
20,15,11.26237119825097,0.3416236433223674,0.2358885896560083,0.6921431079880969
20,16,11.35133149916235,0.3407295258685087,0.235288732773305,0.6929259778837129
20,17,11.704826032572084,0.3458848749784556,0.24663990889485263,0.678111620790157
20,18,11.536485941470636,0.344260488090418,0.24255980582451717,0.6834365407116904
20,19,11.585360960320852,0.3449670944913095,0.24828048476044265,0.6759705143134647
20,20,11.229734113249396,0.33275522154539394,0.23127187122882564,0.6981683616400822
20,21,11.370209590122766,0.33494279439036617,0.2369263357297846,0.6907887513342366
20,22,11.520563210805053,0.34292858214008787,0.2409740671054243,0.6855060795321766
20,23,11.669457162488484,0.34721972734087275,0.2399314493173882,0.686866794233338
20,24,11.49468739947485,0.3415369468417185,0.22818977421062225,0.7021907893899235
20,25,12.179493475477624,0.36183746143809586,0.26066906161290393,0.6598022512711061
21,10,13.806088283255265,0.41844426896621106,0.32186183037999583,0.579939907637987
21,11,12.73528465301057,0.3871693142724795,0.28519358547846596,0.6277954309906773
21,12,12.460234461117144,0.37399710319326684,0.27167712652864046,0.6454356867121085
21,13,12.044881804865435,0.36967766477427905,0.2656580084134985,0.6532912044303771
21,14,11.617046375059429,0.35550649270285856,0.24678556154040246,0.6779215303290724
21,15,11.170311428585615,0.3394187015411746,0.22544351083963124,0.7057749225066305
21,16,10.804650688566316,0.3241372532948623,0.20964610692810637,0.7263920268657301
21,17,10.958324046448222,0.3265635709748685,0.21490850601268016,0.7195240989635553
21,18,11.047079433555867,0.32649719548398637,0.21740196496515576,0.7162698994934249
21,19,10.822610325117031,0.31867421228378917,0.21158905818661475,0.7238562919382914
21,20,11.119209246073849,0.3257093918837514,0.22584397818566782,0.7052522747911016
21,21,10.869037088527552,0.3215811075601694,0.21538736496767583,0.7188991427933056
21,22,11.082551235583486,0.32507662017582795,0.21819367360033612,0.7152366449381238
21,23,11.093836681480123,0.32503776898799913,0.21740651363214095,0.716263963053333
21,24,11.831502404517682,0.35197438993003055,0.2501366131606313,0.6735480914175951
21,25,11.672617585834178,0.34342672718087974,0.24063580087282313,0.6859475489190301
22,10,13.646910416953917,0.41501513651996436,0.3059236167509276,0.6007407819796498
22,11,13.502506670106307,0.40709986577980967,0.30692091423294016,0.5994392145588966
22,12,12.364146711218273,0.3768967611307425,0.2674719471797156,0.650923842992158
22,13,11.615404182080086,0.35667928393496534,0.24559060423817064,0.6794810624865562
22,14,11.198945117937424,0.3452371965994175,0.22991587022293983,0.6999380710433467
22,15,10.747283901884861,0.32925792565521433,0.21038206265054568,0.7254315351280884
22,16,10.740931529236864,0.32269295054931413,0.20555177614147122,0.7317355153010133
22,17,10.805317696720358,0.3226777776248433,0.20310907402748335,0.7349234723023241
22,18,11.065809250988599,0.32597467012111747,0.21527933877846794,0.719040127174593
22,19,10.818937281813822,0.31763355339496185,0.20985634759523653,0.7261176429353688
22,20,10.626737463357468,0.31170517395498337,0.20085160464878735,0.7378696830866223
22,21,10.790113520414781,0.31652941454358374,0.2024891169585676,0.7357325748396514
22,22,10.962503999090012,0.3198491214878385,0.21428095019577056,0.7203431185848075
22,23,11.05702912473128,0.3253142280459714,0.2192010179098222,0.7139219654584741
22,24,11.5428798670919,0.3412362101614689,0.23618760237664965,0.6917528681423167
22,25,11.682915390170157,0.3466782972735523,0.2376740163999723,0.6898129574322212
23,10,14.165443141828574,0.43325033645954975,0.33849977470487336,0.5582258186403235
23,11,13.522670084000566,0.4145555694700266,0.3245685075305775,0.5764074382783082
23,12,12.603067488372194,0.3850525850894708,0.27509249647677414,0.6409783063070768
23,13,12.538118232027104,0.37796788079949684,0.2645558741415313,0.6547295937651152
23,14,11.141625756773983,0.34509850139381393,0.22890156089047228,0.7012618405359172
23,15,11.002225786157718,0.33635479106840516,0.21742099746369803,0.716245060284979
23,16,10.678494381904288,0.32376484455710486,0.20500257775557706,0.7324522710729897
23,17,10.616455766907256,0.3192158635563614,0.2043062018616924,0.7333611073955774
23,18,11.061189108899779,0.3237806018296363,0.21852213699341286,0.7148079691828457
23,19,11.287511959231479,0.32810873747179936,0.22303556295606136,0.7089175219542914
23,20,10.803303239560082,0.3201359952814642,0.21124341828401308,0.7243073846610273
23,21,10.91686156865496,0.31957914310527813,0.20752155486417978,0.7291647679986171
23,22,10.835679469116902,0.3198166435244532,0.21136014309912282,0.7241550477512482
23,23,11.030465619737315,0.31901184444117625,0.21295278106930945,0.7220765047563673
